id,text,screen_name,created_at,retweet_count,favorite_count,friends_count,followers_count,lang,country
"1,24830600550868E+018",#COVID19 has us living one day at a time... #undiaalavez @tigresdelnorte,VictorRTafoya,Thu Apr 09 17:45:18 +0000 2020,0,0,7524,2320,en,United States
"1,24831333266013E+018","Pres Cyril Ramaphosa to SAns: ""You have respected the lockdown and largely observed its regulations."" #lockdown #coronavirus",ManqobaMchunu,Thu Apr 09 18:14:25 +0000 2020,0,0,920,20964,en,South Africa
"1,24831338248423E+018",TRAVEL FROM THE SOFA 🤗 @chm_itu #cevherhazırlamamuhendisliği #COVID19 #EvdeKal #HayatEverSığar #EvdeHayatVar,chm_itu,Thu Apr 09 18:14:37 +0000 2020,0,0,1471,1028,en,Turkey
"1,2473567464836E+018",How many times a day do you convince yourself you have coronavirus? I'm at a half dozen most days... 😷🤧🤒 #staythefuckhome,Jen_EveL,Tue Apr 07 02:53:17 +0000 2020,0,0,1939,1249,en,United States
"1,24735675528724E+018",#Covid19 Let's Us Pledge To incorporate Pranayama in Our Daily Routine On #WorldHealthDay,hkjajoria1,Tue Apr 07 02:53:19 +0000 2020,0,0,69,58,en,India
"1,24735685162222E+018",3 HCSO deputies in quarantine after performing CPR on person who tested positive for coronavirus,Mbrums45,Tue Apr 07 02:53:42 +0000 2020,0,0,130,97,en,United States
"1,24735686356322E+018","A Tiger caught coronavirus, I really appreciate how no one is safe in this like 🎶we’re aalll in thisss trogettherr🎶",levon_27,Tue Apr 07 02:53:45 +0000 2020,0,0,477,237,en,United States
"1,24735689433701E+018",Interesting spatial data science project on mobility during covid19,ClemsonGIS,Tue Apr 07 02:53:53 +0000 2020,0,0,279,198,en,United States
"1,24735710662312E+018",Had to make another #COVID19 meme.,GuyCaveOfficial,Tue Apr 07 02:54:43 +0000 2020,0,0,379,150,en,United States
"1,24735711585072E+018","So to review, cats can get covid-19. Dogs cannot. Point, dogs. And dog people.",thomasleemon,Tue Apr 07 02:54:45 +0000 2020,0,0,1087,683,en,United States
"1,24735722759537E+018",COVID-19 Y LA SALUD MENTALDE LOS PADRES 😷😵😭,DrPediatra,Tue Apr 07 02:55:12 +0000 2020,0,0,534,115,es,Ecuador
"1,24735729179345E+018","El ""test del vinagre"" para saber si se es portador del COVID-19",rossymoram,Tue Apr 07 02:55:27 +0000 2020,0,0,829,89,es,Ecuador
"1,2473573172612E+018",Se han puesto a pensar... Y si la cuarentena nunca acaba? Y si todo empeora? Y si llegan huracanes junto con el Covid19?,Infraqanti,Tue Apr 07 02:55:33 +0000 2020,0,0,517,1457,es,Estados Unidos
"1,24735732551565E+018",maldita covid-19,nimasyy,Tue Apr 07 02:55:35 +0000 2020,0,0,269,202,es,Brasil
"1,24735738880772E+018",I will be adding essential worker during covid-19 to my resume,ChanceMFrank,Tue Apr 07 02:55:50 +0000 2020,0,0,308,370,en,United States
